"","Discosoma","Ricordea","Letepsammia","Rhombopsammia","Stephanophyllia","Gardineria","Anthemiphyllia","Deltocyathus","Ceratotrochus","Conotrochus","Vaughanella","Stephanocyathus","Caryophyllia","Crispatotrochus","Stenocyathus","Dasmosmilia","Lophelia","Solenosmilia","Desmophyllum","Rhizosmilia","Madrepora","Stylocoeniella","Madracis","Stylophora","Seriatopora","Pocillopora","Heterocyathus","Oulastrea","Phyllangia","Anomastraea","Horastrea","Coscinaraea","Psammocora","Pleuractis","Cycloseris","Ctenactis","Herpolitha","Polyphyllia","Lithophyllon","Heliofungia","Leptastrea","Lobactis","Halomitra","Danafungia","Fungia","Podabacia","Sandalolitha","Zoopilus","Meandrina","Dichocoenia","Eusmilia","Dendrogyra","Solenastrea","Polycyathus","Paracyathus","Cladocora","Astrangia","Oculina","Blastomussa","Physogyra","Plerogyra","Tethocyathus","Plesiastrea","Cyathelia","Trochocyathus","Diploastrea","Montastraea","Mussa","Scolymia","Isophyllia","Mycetophyllia","Mussismilia","Favia","Diploria","Manicina","Colpophyllia","Acanthastrea","Micromussa","Moseleya","Oxypora","Echinophyllia","Cynarina","Lobophyllia","Symphyllia","Orbicella","Cyphastrea","Echinopora","Catalaphyllia","Hydnophora","Leptoria","Platygyra","Favites","Goniastrea","Oulophyllia","Caulastraea","Pectinia","Mycedium","Scapophyllia","Merulina","Barabattoia","Trachyphyllia","Guynia","Fungiacyathus","Tropidocyathus","Cyathotrochus","Notocyathus","Javania","Placotrochides","Placotrochus","Rhizotrochus","Truncatoflabellum","Flabellum","Monomyces","Heteropsammia","Balanophyllia","Endopachys","Leptopsammia","Dendrophyllia","Enallopsammia","Turbinaria","Cladopsammia","Tubastraea","Goniopora","Porites","Stephanocoenia","Hoplangia","Pseudosiderastrea","Siderastrea","Helioseris","Thalamophyllia","Dactylotrochus","Agaricia","Leptoseris","Gardineroseris","Pavona","Pachyseris","Euphyllia","Ctenella","Galaxea","Alveopora","Astreopora","Montipora","Anacropora","Isopora","Acropora"
"Placotrochus",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,204.844093,204.844093,204.844093,204.844094,71.104491,71.104491,0,22.572107,22.572107,164.650029,164.65003,352.744982,352.744982,352.744982,352.744982,352.744983,352.744983,352.744982,352.744983,352.744983,352.744983,352.744983,451.503788,451.503788,451.503788,451.503789,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.50379,451.503788,451.503789
"Rhizotrochus",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,204.844094,204.844094,204.844094,204.844095,71.104492,71.104492,22.572107,0,8.130322,164.65003,164.650031,352.744983,352.744983,352.744983,352.744983,352.744984,352.744984,352.744983,352.744984,352.744984,352.744984,352.744984,451.503789,451.503789,451.503789,451.50379,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503791,451.50379,451.50379,451.50379,451.50379,451.503791,451.503789,451.50379
"Truncatoflabellum",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,204.844094,204.844094,204.844094,204.844095,71.104492,71.104492,22.572107,8.130322,0,164.65003,164.650031,352.744983,352.744983,352.744983,352.744983,352.744984,352.744984,352.744983,352.744984,352.744984,352.744984,352.744984,451.503789,451.503789,451.503789,451.50379,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503791,451.50379,451.50379,451.50379,451.50379,451.503791,451.503789,451.50379
"Flabellum",903.406933,903.406933,824.295726,824.295726,824.295726,824.295726,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886088,738.886088,738.886089,738.886088,738.886088,738.886089,738.886089,738.886088,738.886087,738.886088,738.886088,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886087,738.886087,738.886088,738.886088,738.886088,738.886087,738.886088,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.886089,738.886088,738.886088,738.886088,738.886088,738.886087,738.886089,738.886089,738.886089,738.886089,738.886089,738.886088,738.886088,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.88609,738.886088,738.886091,738.88609,738.886089,738.886089,520.324442,204.844092,204.844092,204.844092,204.844093,164.65003,164.65003,164.650029,164.65003,164.65003,0,100.939607,352.744981,352.744981,352.744981,352.744981,352.744982,352.744982,352.744981,352.744982,352.744982,352.744982,352.744982,451.503787,451.503787,451.503787,451.503788,451.503787,451.503788,451.503787,451.503787,451.503787,451.503787,451.503787,451.503788,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503789,451.503787,451.503788
"Monomyces",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,204.844093,204.844093,204.844093,204.844094,164.650031,164.650031,164.65003,164.650031,164.650031,100.939607,0,352.744982,352.744982,352.744982,352.744982,352.744983,352.744983,352.744982,352.744983,352.744983,352.744983,352.744983,451.503788,451.503788,451.503788,451.503789,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.50379,451.503788,451.503789
"Heteropsammia",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,352.744981,352.744981,352.744981,352.744982,352.744983,352.744983,352.744982,352.744983,352.744983,352.744981,352.744982,0,68.998636,68.998636,68.998636,68.998637,68.998637,68.998636,68.998637,68.998637,265.668639,265.668639,451.503788,451.503788,451.503788,451.503789,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.50379,451.503788,451.503789
"Balanophyllia",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,352.744981,352.744981,352.744981,352.744982,352.744983,352.744983,352.744982,352.744983,352.744983,352.744981,352.744982,68.998636,0,10.471802,52.064778,52.064779,52.064779,52.064778,52.064779,52.064779,265.668639,265.668639,451.503788,451.503788,451.503788,451.503789,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.50379,451.503788,451.503789
"Endopachys",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,352.744981,352.744981,352.744981,352.744982,352.744983,352.744983,352.744982,352.744983,352.744983,352.744981,352.744982,68.998636,10.471802,0,52.064778,52.064779,52.064779,52.064778,52.064779,52.064779,265.668639,265.668639,451.503788,451.503788,451.503788,451.503789,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.50379,451.503788,451.503789
"Leptopsammia",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,352.744981,352.744981,352.744981,352.744982,352.744983,352.744983,352.744982,352.744983,352.744983,352.744981,352.744982,68.998636,52.064778,52.064778,0,24.762655,24.762655,24.762654,24.762655,24.762655,265.668639,265.668639,451.503788,451.503788,451.503788,451.503789,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.50379,451.503788,451.503789
"Dendrophyllia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,352.744982,352.744982,352.744982,352.744983,352.744984,352.744984,352.744983,352.744984,352.744984,352.744982,352.744983,68.998637,52.064779,52.064779,24.762655,0,16.832532,21.989099,21.9891,21.9891,265.66864,265.66864,451.503789,451.503789,451.503789,451.50379,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503791,451.50379,451.50379,451.50379,451.50379,451.503791,451.503789,451.50379
"Enallopsammia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,352.744982,352.744982,352.744982,352.744983,352.744984,352.744984,352.744983,352.744984,352.744984,352.744982,352.744983,68.998637,52.064779,52.064779,24.762655,16.832532,0,21.989099,21.9891,21.9891,265.66864,265.66864,451.503789,451.503789,451.503789,451.50379,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503791,451.50379,451.50379,451.50379,451.50379,451.503791,451.503789,451.50379
"Turbinaria",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,352.744981,352.744981,352.744981,352.744982,352.744983,352.744983,352.744982,352.744983,352.744983,352.744981,352.744982,68.998636,52.064778,52.064778,24.762654,21.989099,21.989099,0,15.433885,15.433885,265.668639,265.668639,451.503788,451.503788,451.503788,451.503789,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.50379,451.503788,451.503789
"Cladopsammia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,352.744982,352.744982,352.744982,352.744983,352.744984,352.744984,352.744983,352.744984,352.744984,352.744982,352.744983,68.998637,52.064779,52.064779,24.762655,21.9891,21.9891,15.433885,0,3.777808,265.66864,265.66864,451.503789,451.503789,451.503789,451.50379,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503791,451.50379,451.50379,451.50379,451.50379,451.503791,451.503789,451.50379
"Tubastraea",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,352.744982,352.744982,352.744982,352.744983,352.744984,352.744984,352.744983,352.744984,352.744984,352.744982,352.744983,68.998637,52.064779,52.064779,24.762655,21.9891,21.9891,15.433885,3.777808,0,265.66864,265.66864,451.503789,451.503789,451.503789,451.50379,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503791,451.50379,451.50379,451.50379,451.50379,451.503791,451.503789,451.50379
"Goniopora",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,352.744982,352.744982,352.744982,352.744983,352.744984,352.744984,352.744983,352.744984,352.744984,352.744982,352.744983,265.668639,265.668639,265.668639,265.668639,265.66864,265.66864,265.668639,265.66864,265.66864,0,115.981682,451.503789,451.503789,451.503789,451.50379,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503791,451.50379,451.50379,451.50379,451.50379,451.503791,451.503789,451.50379
"Porites",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,352.744982,352.744982,352.744982,352.744983,352.744984,352.744984,352.744983,352.744984,352.744984,352.744982,352.744983,265.668639,265.668639,265.668639,265.668639,265.66864,265.66864,265.668639,265.66864,265.66864,115.981682,0,451.503789,451.503789,451.503789,451.50379,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503791,451.50379,451.50379,451.50379,451.50379,451.503791,451.503789,451.50379
"Stephanocoenia",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,451.503787,451.503787,451.503787,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503787,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503789,451.503789,0,107.291168,390.428178,390.428179,390.428178,390.428179,390.428178,390.428178,390.428178,390.428178,390.428178,390.428179,390.428179,390.42818,390.428179,390.428179,390.428179,390.428179,390.42818,390.428178,390.428179
