Reef_Name,Year,Sector,Country,Season,Group.Code,Trip.code,Benthic_Category,Genus,TotalCorals,Total_diseased_Lamb_et_al,Total_compromised_or_bleached_Lamb_et_al,TotalHealthy,White_syndrome_Lamb_et_al,Black_band_disease_Lamb_et_al,Brown_band_Lamb_et_al,Skeletal_eroding_band_Lamb_et_al,Growth_anomalies_Lamb_et_al,Atramentous_necrosis_Lamb_et_al,Region,Lat,Long,Impact,Growth,Family,Impact_binary
H3,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,5,0,2,3,0,0,0,0,0,0,GBR,-23.201,150.9658,BLUE,Branching,Pocilloporidae,1
M1,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,5,0,1,4,0,0,0,0,0,0,GBR,-23.1715,150.9236,GREEN,Branching,Pocilloporidae,0
M2,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,45,0,10,35,0,0,0,0,0,0,GBR,-23.1695,150.9172,GREEN,Branching,Pocilloporidae,0
M3,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,10,0,1,9,0,0,0,0,0,0,GBR,-23.1551,150.9213,GREEN,Branching,Pocilloporidae,0
M4,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,4,0,0,4,0,0,0,0,0,0,GBR,-23.1677,150.9255,GREEN,Branching,Pocilloporidae,0
MI2,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,1,0,1,0,0,0,0,0,0,0,GBR,-23.1551,150.9075,BLUE,Branching,Pocilloporidae,1
NK1,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,2,0,1,1,0,0,0,0,0,0,GBR,-23.0799,150.8837,GREEN,Branching,Pocilloporidae,0
NK3,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,5,0,2,3,0,0,0,0,0,0,GBR,-23.087,150.8922,BLUE,Branching,Pocilloporidae,1
NK5,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,9,0,3,6,0,0,0,0,0,0,GBR,-23.082175,150.9116083,GREEN,Branching,Pocilloporidae,0
NK8,2013,KEPPELS,Australia,FALL,HC,CR,Pocillopora_damicornis,Pocillopora,4,0,1,3,0,0,0,0,0,0,GBR,-23.05151667,150.8864111,BLUE,Branching,Pocilloporidae,1
Agincourt 1,2009,P DOUGLAS,Australia,WINTER,HC,BP,Pocillopora_damicornis,Pocillopora,19,0,5,14,0,0,0,0,0,0,GBR,-16.0567,145.8667,Control,Branching,Pocilloporidae,0
Agincourt 4,2009,P DOUGLAS,Australia,WINTER,HC,BP,Pocillopora_damicornis,Pocillopora,43,1,2,40,0,0,0,0,1,0,GBR,-15.9701,145.8201,Control,Branching,Pocilloporidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,Pocillopora_damicornis,Pocillopora,259,5,46,208,4,0,0,1,0,0,GBR,-16.198725,145.68145280000002,Control,Branching,Pocilloporidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,Pocillopora_damicornis,Pocillopora,37,0,2,35,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Branching,Pocilloporidae,0
C1,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,10,0,3,7,0,0,0,0,0,0,GBR,-18.6786,146.5518,GREEN,Branching,Pocilloporidae,0
C2,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,6,1,0,5,0,0,0,1,0,0,GBR,-18.6712,146.5496,GREEN,Branching,Pocilloporidae,0
C3,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,2,0,0,2,0,0,0,0,0,0,GBR,-18.6749,146.54399999999998,GREEN,Branching,Pocilloporidae,0
C4,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,0,0,0,0,0,0,0,0,0,0,GBR,-18.6536,146.5415,BLUE,Branching,Pocilloporidae,1
C6,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,3,1,0,2,0,0,0,1,0,0,GBR,-18.6858,146.5607,BLUE,Branching,Pocilloporidae,1
OE2,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.6388,146.5023,GREEN,Branching,Pocilloporidae,0
OE3,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,3,0,2,1,0,0,0,0,0,0,GBR,-18.6256,146.503,GREEN,Branching,Pocilloporidae,0
OE4,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.6028,146.5016,GREEN,Branching,Pocilloporidae,0
OE5,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.5917,146.5003,GREEN,Branching,Pocilloporidae,0
OE6,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,11,0,3,8,0,0,0,0,0,0,GBR,-18.5841,146.4915,GREEN,Branching,Pocilloporidae,0
OS1,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,28,2,7,19,0,0,0,2,0,0,GBR,-18.6026,146.4853,GREEN,Branching,Pocilloporidae,0
OS2,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,9,0,1,8,0,0,0,0,0,0,GBR,-18.5906,146.4835,GREEN,Branching,Pocilloporidae,0
OS3,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,6,0,3,3,0,0,0,0,0,0,GBR,-18.5754,146.4751,GREEN,Branching,Pocilloporidae,0
OS4,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,3,0,1,2,0,0,0,0,0,0,GBR,-18.5725,146.4765,GREEN,Branching,Pocilloporidae,0
OS5,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,8,0,4,4,0,0,0,0,0,0,GBR,-18.5682,146.4754,GREEN,Branching,Pocilloporidae,0
OS6,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,2,0,0,2,0,0,0,0,0,0,GBR,-18.5592,146.4913,GREEN,Branching,Pocilloporidae,0
PE1,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,1,1,-1,0,0,0,0,1,0,0,GBR,-18.5925,146.4897,BLUE,Branching,Pocilloporidae,1
PE2,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,10,0,6,4,0,0,0,0,0,0,GBR,-18.5547,146.5009,BLUE,Branching,Pocilloporidae,1
PE3,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,24,3,15,6,0,0,0,3,0,0,GBR,-18.5547,146.5022,BLUE,Branching,Pocilloporidae,1
PE4,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,10,4,1,4,0,0,0,4,0,0,GBR,-18.5505,146.5021,BLUE,Branching,Pocilloporidae,1
PE5,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,46,6,21,19,0,1,0,5,0,0,GBR,-18.5401,146.5011,BLUE,Branching,Pocilloporidae,1
PE6,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,14,3,7,4,0,0,0,3,0,0,GBR,-18.5381,146.4924,BLUE,Branching,Pocilloporidae,1
PS1,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,2,1,0,1,0,0,0,1,0,0,GBR,-18.5573,146.4867,BLUE,Branching,Pocilloporidae,1
PS5,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,2,1,1,0,0,0,1,0,0,0,GBR,-18.5379,146.4859,BLUE,Branching,Pocilloporidae,1
PS6,2012,PALMS,Australia,SUMMER,HC,CH,Pocillopora_damicornis,Pocillopora,5,2,2,1,0,0,0,2,0,0,GBR,-18.5366,146.487,BLUE,Branching,Pocilloporidae,1
14 Veranus,2011,WA,Australia,SUMMER,HC,CG,Pocillopora_damicornis,Pocillopora,5,0,0,5,0,0,0,0,0,0,Western Australia,-20.6285,115.5834,Low,Branching,Pocilloporidae,0
19 Wannich,2011,WA,Australia,SUMMER,HC,CG,Pocillopora_damicornis,Pocillopora,4,0,2,2,0,0,0,0,0,0,Western Australia,-20.5097,115.4779,Low,Branching,Pocilloporidae,0
20 Dugong,2011,WA,Australia,SUMMER,HC,CG,Pocillopora_damicornis,Pocillopora,12,0,1,11,0,0,0,0,0,0,Western Australia,-20.9019,115.4623,Moderate,Branching,Pocilloporidae,1
23 Batman,2011,WA,Australia,SUMMER,HC,CG,Pocillopora_damicornis,Pocillopora,7,0,1,6,0,0,0,0,0,0,Western Australia,-20.9598,115.4657,Low,Branching,Pocilloporidae,0
26 Southern Barrow Shoals (SBS),2011,WA,Australia,SUMMER,HC,CG,Pocillopora_damicornis,Pocillopora,7,0,1,6,0,0,0,0,0,0,Western Australia,-21.0773,115.5141,Low,Branching,Pocilloporidae,0
32 LNG3,2011,WA,Australia,SUMMER,HC,CG,Pocillopora_damicornis,Pocillopora,16,4,2,10,3,0,0,1,0,0,Western Australia,-20.8603,115.4916,High,Branching,Pocilloporidae,1
33 LNG2,2011,WA,Australia,SUMMER,HC,CG,Pocillopora_damicornis,Pocillopora,3,0,3,0,0,0,0,0,0,0,Western Australia,-20.8351,115.5045,High,Branching,Pocilloporidae,1
6 Balfort Point,2011,WA,Australia,SUMMER,HC,CG,Pocillopora_damicornis,Pocillopora,15,1,5,9,0,0,0,1,0,0,Western Australia,-20.4051,115.5819,Low,Branching,Pocilloporidae,0
8 Stephenson's Point,2011,WA,Australia,SUMMER,HC,CG,Pocillopora_damicornis,Pocillopora,9,0,3,6,0,0,0,0,0,0,Western Australia,-20.4659,115.5473,Low,Branching,Pocilloporidae,0
B1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,10,0,0,10,0,0,0,0,0,0,GBR,-20.1616,149.0205,GREEN,Branching,Pocilloporidae,0
B2,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,0,0,0,0,0,0,0,0,0,0,GBR,-20.1818,149.0363,GREEN,Branching,Pocilloporidae,0
B3,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,3,0,0,3,0,0,0,0,0,0,GBR,-20.1789,149.0409,GREEN,Branching,Pocilloporidae,0
B4,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,23,0,0,23,0,0,0,0,0,0,GBR,-20.160999999999998,149.0396,GREEN,Branching,Pocilloporidae,0
B5,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.1548,149.0349,GREEN,Branching,Pocilloporidae,0
B6,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,2,0,2,0,0,0,0,0,0,0,GBR,-20.1558,149.0264,GREEN,Branching,Pocilloporidae,0
BL1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,8,0,3,5,0,0,0,0,0,0,GBR,-20.0781,148.8945,GREEN,Branching,Pocilloporidae,0
BL2,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,5,0,2,3,0,0,0,0,0,0,GBR,-20.0782,148.8903,GREEN,Branching,Pocilloporidae,0
D1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,9,2,1,6,0,0,0,2,0,0,GBR,-20.1554,149.0715,YELLOW,Branching,Pocilloporidae,1
DU1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,15,0,5,10,0,0,0,0,0,0,GBR,-20.1723,149.0074,GREEN,Branching,Pocilloporidae,0
DU2,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,3,0,0,3,0,0,0,0,0,0,GBR,-20.1752,149.0096,GREEN,Branching,Pocilloporidae,0
E1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,9,0,1,8,0,0,0,0,0,0,GBR,-20.2315,149.0425,GREEN,Branching,Pocilloporidae,0
HB1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,22,3,3,16,0,0,0,3,0,0,GBR,-20.1439,148.9461,BLUE,Branching,Pocilloporidae,1
HB2,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,35,7,3,25,0,0,0,7,0,0,GBR,-20.1305,148.9461,BLUE,Branching,Pocilloporidae,1
HB3,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.0918,148.9516,BLUE,Branching,Pocilloporidae,1
HB4,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,4,0,1,3,0,0,0,0,0,0,GBR,-20.0871,148.9525,BLUE,Branching,Pocilloporidae,1
HB5,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.0702,148.9613,BLUE,Branching,Pocilloporidae,1
HB7,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,2,0,0,2,0,0,0,0,0,0,GBR,-20.0922,148.9553,BLUE,Branching,Pocilloporidae,1
HE1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,12,1,2,9,0,0,0,1,0,0,GBR,-20.058,148.9005,YELLOW,Branching,Pocilloporidae,1
HE2,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,11,1,3,7,0,0,0,1,0,0,GBR,-20.0536,148.899,YELLOW,Branching,Pocilloporidae,1
HE3,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,16,2,2,12,0,0,0,2,0,0,GBR,-20.0413,148.8894,YELLOW,Branching,Pocilloporidae,1
HG1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,25,3,5,17,0,0,0,3,0,0,GBR,-20.0604,148.9569,GREEN,Branching,Pocilloporidae,0
HG2,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,6,0,1,5,0,0,0,0,0,0,GBR,-20.0625,148.9528,GREEN,Branching,Pocilloporidae,0
HG3,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,7,1,1,5,0,0,0,1,0,0,GBR,-20.0639,148.9455,GREEN,Branching,Pocilloporidae,0
HG4,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,2,1,0,1,0,0,0,1,0,0,GBR,-20.0664,148.9399,GREEN,Branching,Pocilloporidae,0
HG5,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,7,0,1,6,0,0,0,0,0,0,GBR,-20.0688,148.9358,GREEN,Branching,Pocilloporidae,0
HG7,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,6,0,0,6,0,0,0,0,0,0,GBR,-20.0608,148.9617,GREEN,Branching,Pocilloporidae,0
HW1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,12,0,3,9,0,0,0,0,0,0,GBR,-20.0404,148.881,GREEN,Branching,Pocilloporidae,0
HW2,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,7,1,3,3,0,0,0,1,0,0,GBR,-20.0466,148.8807,GREEN,Branching,Pocilloporidae,0
HW3,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,8,2,5,1,0,0,0,2,0,0,GBR,-20.0507,148.8785,GREEN,Branching,Pocilloporidae,0
HY1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,8,2,0,6,0,0,0,2,0,0,GBR,-20.0642,148.9152,YELLOW,Branching,Pocilloporidae,1
HY2,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,7,2,0,5,0,1,0,1,0,0,GBR,-20.0684,148.9062,YELLOW,Branching,Pocilloporidae,1
HY3,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,8,2,2,4,0,0,0,2,0,0,GBR,-20.0754,148.9014,YELLOW,Branching,Pocilloporidae,1
L1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,2,0,1,1,0,0,0,0,0,0,GBR,-20.0778,148.8742,GREEN,Branching,Pocilloporidae,0
W1,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,11,1,0,10,0,0,0,1,0,0,GBR,-20.1548,148.9643,BLUE,Branching,Pocilloporidae,1
W2,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,5,0,0,5,0,0,0,0,0,0,GBR,-20.1748,148.9759,BLUE,Branching,Pocilloporidae,1
W3,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,4,0,2,2,0,0,0,0,0,0,GBR,-20.1892,148.984,BLUE,Branching,Pocilloporidae,1
W4,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,4,1,1,2,0,0,0,1,0,0,GBR,-20.2027,148.9914,BLUE,Branching,Pocilloporidae,1
W5,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,0,0,0,0,0,0,0,0,0,0,GBR,-20.2179,148.9948,BLUE,Branching,Pocilloporidae,1
W8,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,9,1,2,6,0,0,0,1,0,0,GBR,-20.185,148.982,BLUE,Branching,Pocilloporidae,1
W9,2012,WH,Australia,SUMMER,HC,CN,Pocillopora_damicornis,Pocillopora,4,0,0,4,0,0,0,0,0,0,GBR,-20.1817,148.9781,BLUE,Branching,Pocilloporidae,1
Bait Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Pocillopora_damicornis,Pocillopora,19,0,0,19,0,0,0,0,0,0,GBR,-19.8111,149.0637,Control,Branching,Pocilloporidae,0
Hardy Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Pocillopora_damicornis,Pocillopora,15,0,1,14,0,0,0,0,0,0,GBR,-19.7425,149.1826,Pontoon,Branching,Pocilloporidae,1
Knuckle Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Pocillopora_damicornis,Pocillopora,33,0,2,31,0,0,0,0,0,0,GBR,-19.5536,149.2704,Pontoon,Branching,Pocilloporidae,1
Knuckle Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Pocillopora_damicornis,Pocillopora,23,0,0,23,0,0,0,0,0,0,GBR,-19.5536,149.2704,Pontoon,Branching,Pocilloporidae,1
C1,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,6,0,0,6,0,0,0,0,0,0,GBR,-18.6786,146.5518,GREEN,Encrusting,Fungiidae,0
C2,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-18.6712,146.5496,GREEN,Encrusting,Fungiidae,0
C4,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-18.6536,146.5415,BLUE,Encrusting,Fungiidae,1
OE3,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-18.6256,146.503,GREEN,Encrusting,Fungiidae,0
OS1,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,2,0,0,2,0,0,0,0,0,0,GBR,-18.6026,146.4853,GREEN,Encrusting,Fungiidae,0
OS2,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,1,0,1,0,0,0,0,0,0,0,GBR,-18.5906,146.4835,GREEN,Encrusting,Fungiidae,0
OS4,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,2,0,0,2,0,0,0,0,0,0,GBR,-18.5725,146.4765,GREEN,Encrusting,Fungiidae,0
PE2,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-18.5547,146.5009,BLUE,Encrusting,Fungiidae,1
PS1,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,1,0,1,0,0,0,0,0,0,0,GBR,-18.5573,146.4867,BLUE,Encrusting,Fungiidae,1
PS2,2012,PALMS,Australia,SUMMER,HC,CH,Podabacia,Podabacia,1,0,1,0,0,0,0,0,0,0,GBR,-18.5528,146.4857,BLUE,Encrusting,Fungiidae,1
14 Veranus,2011,WA,Australia,SUMMER,HC,CG,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,Western Australia,-20.6285,115.5834,Low,Encrusting,Fungiidae,0
18 Southern Lowendale,2011,WA,Australia,SUMMER,HC,CG,Podabacia,Podabacia,2,0,0,2,0,0,0,0,0,0,Western Australia,-20.7861,115.5067,Moderate,Encrusting,Fungiidae,1
26 Southern Barrow Shoals (SBS),2011,WA,Australia,SUMMER,HC,CG,Podabacia,Podabacia,5,0,0,5,0,0,0,0,0,0,Western Australia,-21.0773,115.5141,Low,Encrusting,Fungiidae,0
28 East Dugong,2011,WA,Australia,SUMMER,HC,CG,Podabacia,Podabacia,3,0,0,3,0,0,0,0,0,0,Western Australia,-20.9077,115.4627,Moderate,Encrusting,Fungiidae,1
32 LNG3,2011,WA,Australia,SUMMER,HC,CG,Podabacia,Podabacia,2,0,0,2,0,0,0,0,0,0,Western Australia,-20.8603,115.4916,High,Encrusting,Fungiidae,1
33 LNG2,2011,WA,Australia,SUMMER,HC,CG,Podabacia,Podabacia,2,0,1,1,0,0,0,0,0,0,Western Australia,-20.8351,115.5045,High,Encrusting,Fungiidae,1
B2,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-20.1818,149.0363,GREEN,Encrusting,Fungiidae,0
B4,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-20.160999999999998,149.0396,GREEN,Encrusting,Fungiidae,0
B6,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,2,0,0,2,0,0,0,0,0,0,GBR,-20.1558,149.0264,GREEN,Encrusting,Fungiidae,0
BL2,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,2,0,0,2,0,0,0,0,0,0,GBR,-20.0782,148.8903,GREEN,Encrusting,Fungiidae,0
DU1,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,3,0,0,3,0,0,0,0,0,0,GBR,-20.1723,149.0074,GREEN,Encrusting,Fungiidae,0
DU2,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,2,0,0,2,0,0,0,0,0,0,GBR,-20.1752,149.0096,GREEN,Encrusting,Fungiidae,0
E1,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,2,0,1,1,0,0,0,0,0,0,GBR,-20.2315,149.0425,GREEN,Encrusting,Fungiidae,0
HB1,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-20.1439,148.9461,BLUE,Encrusting,Fungiidae,1
HB2,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,3,0,0,3,0,0,0,0,0,0,GBR,-20.1305,148.9461,BLUE,Encrusting,Fungiidae,1
HE3,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-20.0413,148.8894,YELLOW,Encrusting,Fungiidae,1
HG1,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,4,0,1,3,0,0,0,0,0,0,GBR,-20.0604,148.9569,GREEN,Encrusting,Fungiidae,0
HG2,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-20.0625,148.9528,GREEN,Encrusting,Fungiidae,0
HW2,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,0,0,0,0,0,0,0,0,0,0,GBR,-20.0466,148.8807,GREEN,Encrusting,Fungiidae,0
HY2,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-20.0684,148.9062,YELLOW,Encrusting,Fungiidae,1
HY3,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-20.0754,148.9014,YELLOW,Encrusting,Fungiidae,1
L1,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,2,0,0,2,0,0,0,0,0,0,GBR,-20.0778,148.8742,GREEN,Encrusting,Fungiidae,0
W4,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,3,0,1,2,0,0,0,0,0,0,GBR,-20.2027,148.9914,BLUE,Encrusting,Fungiidae,1
W8,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,1,0,0,1,0,0,0,0,0,0,GBR,-20.185,148.982,BLUE,Encrusting,Fungiidae,1
W9,2012,WH,Australia,SUMMER,HC,CN,Podabacia,Podabacia,2,0,1,1,0,0,0,0,0,0,GBR,-20.1817,148.9781,BLUE,Encrusting,Fungiidae,1
Moore Reef Sunlovers,2009,CAIRNS,Australia,WINTER,HC,BN,Polyphyllia,Polyphyllia,1,0,0,1,0,0,0,0,0,0,GBR,-16.8883,146.1922,Pontoon,Solitary,Fungiidae,1
B2,2012,WH,Australia,SUMMER,HC,CN,Polyphyllia,Polyphyllia,1,0,0,1,0,0,0,0,0,0,GBR,-20.1818,149.0363,GREEN,Solitary,Fungiidae,0
B6,2012,WH,Australia,SUMMER,HC,CN,Polyphyllia,Polyphyllia,2,0,0,2,0,0,0,0,0,0,GBR,-20.1558,149.0264,GREEN,Solitary,Fungiidae,0
HW1,2012,WH,Australia,SUMMER,HC,CN,Polyphyllia,Polyphyllia,1,0,0,1,0,0,0,0,0,0,GBR,-20.0404,148.881,GREEN,Solitary,Fungiidae,0
Flynn Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Porites_Branching,Porites,626,0,2,624,0,0,0,0,0,0,GBR,-16.7879,146.2679,Control,Branching,Poritidae,0
Flynn Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Porites_Branching,Porites,648,0,2,646,0,0,0,0,0,0,GBR,-16.7879,146.2679,Control,Branching,Poritidae,0
Milln Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Porites_Branching,Porites,236,0,9,227,0,0,0,0,0,0,GBR,-16.7298,146.2677,Control,Branching,Poritidae,0
Moore Reef Sunlovers,2009,CAIRNS,Australia,WINTER,HC,BN,Porites_Branching,Porites,49,0,8,41,0,0,0,0,0,0,GBR,-16.8883,146.1922,Pontoon,Branching,Poritidae,1
Norman Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Porites_Branching,Porites,7,0,0,7,0,0,0,0,0,0,GBR,-16.4254,145.9914,Pontoon,Branching,Poritidae,1
Agincourt 4,2009,P DOUGLAS,Australia,WINTER,HC,BP,Porites_Branching,Porites,18,0,0,18,0,0,0,0,0,0,GBR,-15.9701,145.8201,Control,Branching,Poritidae,0
